text,label,token_count,text_length
"['did', 'not', 'feel', 'in', 'my', 'soul', 'that', 'god', 'has', 'always', 'been', 'faithful', 'to', 'me']",love,15,65
"['feel', 'all', 'betrayed', 'and', 'disillusioned']",sadness,6,37
"['feel', 'loved', 'by', 'family', 'and', 'smiled', 'at', 'by', 'friends']",love,10,47
"['am', 'feeling', 'rushed', 'or', 'overwhelmed', 'to', 'have', 'the', 'perfect', 'house', 'that', 'my', 'brain', 'explodes', 'and', 'all', 'proper', 'decision', 'making', 'skills', 'get', 'lost', 'in', 'the', 'debris']",anger,26,144
"['lay', 'myself', 'raw', 'and', 'bare', 'and', 'let', 'the', 'enemies', 'attack', 'me', 'for', 'feeling', 'so', 'emotional', 'over', 'something', 'they', 'feel', 'is', 'silly', 'because', 'want', 'to', 'be', 'honest', 'with', 'myself', 'and', 'others']",sadness,32,165
"['tend', 'to', 'feel', 'bit', 'cranky', 'when', 've', 'gone', 'for', 'few', 'days', 'without', 'making', 'art']",anger,18,76
"['feel', 'unimportant', 'so', 'inadequate']",sadness,5,32
"['would', 'like', 'you', 'to', 'start', 'with', 'asking', 'yourself', 'these', 'questions', 'with', 'you', 'feel', 'stressed']",anger,15,85
"['fucking', 'love', 'christmas', 'so', 've', 'compiled', 'list', 'of', 'fun', 'things', 'going', 'on', 'in', 'the', 'ol', 'smoke', 'to', 'get', 'you', 'feeling', 'festive']",joy,24,114
"['am', 'feeling', 'really', 'needy', 'right', 'now']",sadness,7,35
"['feel', 'it', 'would', 'be', 'pleasant', 'to', 'have', 'cigarette', 'there', 'is', 'sort', 'of', 'deep', 'rooted', 'memory', 'of', 'enjoying', 'sucking', 'that', 'carcenogenic', 'smoke', 'into', 'my', 'lungs', 'but', 'believe', 'that', 'feeling', 'of', 'pleasantness', 'is', 'an', 'illusion']",joy,37,201
"['im', 'one', 'of', 'girl', 'who', 'feel', 'insecure', 'about', 'herself', 'always']",fear,10,53
"['didn', 'need', 'to', 'mention', 'our', 'difference', 'but', 'was', 'feeling', 'very', 'vulnerable', 'because', 'of', 'the', 'differences', 'and', 'was', 'having', 'bit', 'of', 'fear', 'that', 'in', 'someway', 'am', 'doing', 'something', 'wrong']",fear,33,172
"['want', 'to', 'be', 'able', 'to', 'declare', 'how', 'excited', 'am', 'in', 'the', 'most', 'sickening', 'sing', 'songy', 'voice', 'that', 'anyone', 'has', 'ever', 'heard', 'but', 'frankly', 'feel', 'more', 'terrified', 'than', 'anything']",fear,31,159
"['am', 'feeling', 'kind', 'of', 'sympathetic', 'towards', 'camilla', 'for', 'that']",love,10,57
"['floated', 'through', 'the', 'day', 'with', 'my', 'head', 'just', 'below', 'the', 'surface', 'feeling', 'little', 'melancholy', 'depressed', 'and', 'couldnt', 'seem', 'to', 'bring', 'it', 'above', 'the', 'water']",sadness,26,144
"['im', 'feeling', 'rather', 'impatient', 'with', 'these', 'rainbows', 'bursting', 'in', 'my', 'veins']",anger,11,68
"['im', 'feeling', 'pretty', 'numb', 'and', 'focused', 'on', 'thinking', 'about', 'what', 'needs', 'to', 'be', 'done']",sadness,14,74
"['am', 'sometimes', 'confused', 'as', 'well', 'for', 'moment', 'in', 'time', 'of', 'need', 'when', 'the', 'day', 'to', 'pay', 'bill', 'has', 'come', 'and', 'we', 'dont', 'have', 'the', 'money', 'we', 'need', 'sometimes', 'feel', 'confused', 'as', 'well']",fear,37,167
"['feel', 'ignored', 'and', 'if', 'he', 'does', 'message', 'me', 'tomorrow', 'should', 'do', 'the', 'same', 'to', 'him']",sadness,17,77
"['have', 'to', 'admit', 'always', 'feel', 'apprehensive', 'to', 'order', 'the', 'wings', 'when', 'im', 'eating', 'out']",fear,16,80
"['feel', 'those', 'submissive', 'feelings', 'ill', 'write', 'down', 'what', 'was', 'doing', 'or', 'what', 'brought', 'them', 'on']",sadness,17,88
"['feel', 'like', 'there', 'is', 'tender', 'spot', 'still', 'empathizing', 'and', 'feeling', 'alongside', 'those', 'who', 'are', 'suffering']",love,17,98
"['ill', 'transfer', 'those', 'that', 'feel', 'will', 'be', 'useful', 'to', 'next', 'years', 'class', 'to', 'the', 'class', 'website', 'or', 'specific', 'content', 'unit', 'blogs', 'or', 'sites']",joy,24,126
"['feel', 'my', 'own', 'heart', 'lot', 'to', 'make', 'sure', 'am', 'still', 'there']",joy,14,55
"['remember', 'looking', 'out', 'car', 'windows', 'as', 'was', 'passengered', 'around', 'those', 'first', 'few', 'months', 'and', 'feeling', 'vaguely', 'surprised', 'as', 'was', 'already', 'deep', 'in', 'shock', 'at', 'how', 'different', 'things', 'looked']",surprise,31,177
"['feel', 'the', 'earth', 'move', 'death', 'cab', 'for', 'cutie', 'this', 'charming', 'man', 'spoon', 'my', 'mathematical', 'mind']",joy,16,86
"['think', 'wake', 'up', 'every', 'day', 'feeling', 'terrified', 'in', 'some', 'way', 'but', 'then', 'feel', 'totally', 'exhilirated', 'when', 'facing', 'things', 've', 'always', 'been', 'scared', 'to', 'do']",fear,28,142
"['feel', 'disrespected', 'as', 'if', 'those', 'of', 'us', 'who', 'are', 'so', 'loyal', 'to', 'our', 'relationships', 'simply', 'do', 'not', 'matter']",love,19,96
"['im', 'feeling', 'generous', 'and', 'yesterday', 'was', 'my', 'year', 'tpt', 'aversary', 'and', 'have', 'slacked', 'in', 'the', 'blogging', 'since', 'last', 'week', 'as', 'ive', 'been', 'sick']",joy,24,126
"['didnt', 'feel', 'as', 'if', 'was', 'supporting', 'the', 'whole', 'conference', 'but', 'as', 'pulled', 'gunk', 'out', 'of', 'the', 'drain', 'in', 'one', 'of', 'these', 'sinks', 'wondered', 'whether', 'the', 'folks', 'who', 'once', 'again', 'came', 'through', 'to', 'make', 'the', 'conference', 'work', 'might', 'be', 'feeling', 'some', 'frustration', 'if', 'they', 'didnt', 'do', 'the', 'work', 'nothing', 'would', 'be', 'done']",joy,55,283
"['feeling', 'almost', 'defeated']",sadness,4,25
"['walked', 'into', 'the', 'dawn', 'treader', 'feeling', 'fairly', 'skeptical', 'and', 'walked', 'out', 'with', 'three', 'great', 'books', 'one', 'was', 'hardcover', 'book', 'in', 'japanese', 'that', 'picked', 'up', 'for', 'my', 'mom', 'for']",fear,31,162
"['feel', 'supporting', 'herself', 'and', 'four']",joy,6,34
"['im', 'feeling', 'generous', 'tonight']",love,4,27
"['feel', 'and', 'yet', 'your', 'still', 'hesitant', 'to', 'tell', 'me']",fear,10,45
"['think', 'about', 'it', 'more', 'have', 'been', 'feeling', 'symptoms', 'of', 'cold', 'and', 'headaches', 'for', 'the', 'last', 'couple', 'days']",anger,20,99
"['finally', 'allowed', 'my', 'feelings', 'up', 'and', 'accepted', 'them', 'and', 'myself', 'the', 'internal', 'boundary', 'began', 'to', 'dissolve', 'began', 'to', 'see', 'how', 'was', 'projecting', 'my', 'suppressed', 'feelings', 'out', 'and', 'creating', 'lot', 'of', 'pain', 'in', 'and', 'around', 'me']",joy,39,208
"['sort', 'of', 'suspected', 'was', 'going', 'to', 'feel', 'resentful', 'and', 'not', 'really', 'show', 'my', 'best', 'side']",anger,17,82
"['cant', 'shake', 'the', 'familiar', 'feeling', 'that', 'ive', 'got', 'precious', 'little', 'time', 'left']",joy,13,72
"['have', 'been', 'feeling', 'strong', 'and', 'optimistic', 'and', 'then', 'bam']",joy,10,54
"['let', 'myself', 'feel', 'unsuccessful']",sadness,5,30
"['feel', 'like', 'should', 'feel', 'contented', 'but', 'am', 'not']",joy,11,48
"['am', 'feeling', 'little', 'bit', 'nostalgic']",love,7,35
"['was', 'saying', 'that', 'ive', 'been', 'feeling', 'unhappy', 'besides', 'having', 'all', 'those', 'assignments', 'im', 'feeling', 'unhappy', 'also', 'because', 'im', 'feeling', 'kinda', 'lost']",sadness,22,133
"['im', 'feeling', 'so', 'irritable', 'about', 'todays', 'class']",anger,7,42
"['have', 'lot', 'of', 'moments', 'where', 'will', 'feel', 'optimistic']",joy,11,52
"['im', 'frightened', 'and', 'feeling', 'paranoid']",fear,5,34
"['really', 'feel', 'that', 'when', 'people', 'consistently', 'make', 'us', 'feel', 'unimportant', 'in', 'the', 'grand', 'scheme', 'of', 'life']",sadness,17,96
"['like', 'going', 'for', 'walk', 'when', 'im', 'feeling', 'troubled']",sadness,10,48
"['was', 'going', 'through', 'my', 'years', 'worth', 'of', 'photos', 'and', 'feel', 'so', 'pleased', 'that', 'have', 'come', 'this', 'far']",joy,20,92
"['have', 'grown', 'blessed', 'proud', 'to', 'say', 'that', 'am', 'healthy', 'year', 'old', 'black', 'male', 'with', 'no', 'children', 'and', 'it', 'feels', 'good']",joy,27,116
"['feel', 'content', 'think']",joy,5,22
"['am', 'feeling', 'energetic', 'and', 'healthy', 'for', 'the', 'first', 'time', 'in', 'long', 'time', 'guess', 'an', 'almost', 'lb', 'total', 'weightloss', 'will', 'do', 'that', 'for', 'you']",joy,26,127
"['feel', 'like', 'an', 'elegant', 'lady', 'now']",joy,7,31
"['don', 'recall', 'ever', 'truly', 'feeling', 'sorry', 'for', 'myself', 'or', 'playing', 'the', 'victim', 'and', 'if', 'did', 'it', 'was', 'short', 'lived', 'and', 'would', 'move', 'ahead']",sadness,27,127
"['went', 'to', 'him', 'personally', 'and', 'started', 'talking', 'about', 'the', 'way', 'feel', 'and', 'why', 'broke', 'it', 'off', 'with', 'him']",sadness,21,97
"['chefs', 'are', 'all', 'so', 'friendly', 'and', 'make', 'you', 'feel', 'valued']",joy,11,52
"['had', 'to', 'work', 'in', 'one', 'would', 'not', 'feel', 'quite', 'so', 'affectionate']",love,13,59
"['know', 'that', 'will', 'always', 'feel', 'little', 'bit', 'strange', 'and', 'out', 'of', 'place', 'in', 'the', 'academy']",surprise,18,83
"['look', 'at', 'my', 'work', 'and', 'just', 'feel', 'like', 'its', 'less', 'than', 'perfect', 'but', 'want', 'perfection']",joy,18,82
"['im', 'not', 'feeling', 'particularly', 'creative', 'at', 'the', 'moment']",joy,8,50
"['do', 'and', 'it', 'is', 'really', 'starting', 'to', 'make', 'me', 'feel', 'really', 'distraught', 'and', 'upset', 'all', 'the', 'time']",fear,18,87
"['can', 'stand', 'it', 'feel', 'like', 'hes', 'spying', 'on', 'me', 'and', 'not', 'trusting', 'me', 'and', 'above', 'all', 'of', 'that', 'feel', 'disrespect', 'to', 'my', 'personality']",joy,27,123
"['hold', 'space', 'for', 'these', 'feelings', 'the', 'anger', 'the', 'jealousy', 'sadness', 'and', 'despair', 'the', 'longing', 'can', 'relate', 'to', 'those', 'feelings', 'but', 'not', 'have', 'them', 'devour', 'me']",love,27,145
"['feel', 'pathetic', 'can', 'live', 'like', 'this', 'anymore']",sadness,10,46
"['needed', 'to', 'look', 'for', 'something', 'to', 'assist', 'us', 'because', 'it', 'does', 'not', 'bring', 'good', 'feeling', 'for', 'her', 'supporting', 'the', 'family']",love,22,114
"['feel', 'like', 'lousy', 'person', 'because', 'really', 'cant', 'think', 'of', 'anything', 'profound', 'to', 'say']",sadness,16,82
"['think', 'my', 'hair', 'is', 'feeling', 'confused']",fear,7,35
"['took', 'the', 'second', 'test', 'for', 'my', 'cognitive', 'psychology', 'test', 'and', 'feel', 'mentally', 'exhausted']",sadness,15,85
"['think', 'the', 'ideal', 'preparation', 'for', 'birth', 'for', 'anybody', 'not', 'just', 'me', 'puts', 'you', 'in', 'place', 'where', 'you', 'feel', 'confident', 'in', 'your', 'knowledge', 'in', 'your', 'caregivers', 'in', 'your', 'support', 'system', 'and', 'in', 'your', 'body']",joy,35,185
"['do', 'something', 'and', 'feel', 'completely', 'stupid', 'when', 'someone', 'points', 'out', 'the', 'very', 'obvious', 'solution']",sadness,16,93
"['remember', 'in', 'particular', 'one', 'new', 'years', 'day', 'in', 'high', 'school', 'when', 'was', 'feeling', 'all', 'tragic', 'and', 'melancholy', 'and', 'generally', 'fifteen', 'year', 'old', 'girl', 'ish']",sadness,26,142
"['ive', 'been', 'feeling', 'terrific', 'recently', 'because', 'have', 'the', 'worlds', 'best', 'friends', 'around', 'me', 'who', 'make', 'me', 'feel', 'be']",joy,19,103
"['told', 'him', 'how', 'he', 'has', 'been', 'making', 'me', 'feel', 'unimportant', 'and', 'insignificant']",sadness,13,71
"['im', 'feeling', 'discontent', 'with', 'everything', 'and', 'its', 'manifesting', 'itself', 'in', 'destructive', 'self', 'sabotaging', 'ways']",sadness,14,100
"['feel', 'pretty', 'yuck', 'and', 'dont', 'really', 'want', 'and', 'to', 'get', 'out', 'and', 'do', 'anything']",joy,16,72
"['feel', 'weird', 'knowing', 'mine', 'died', 'when', 'wasn', 'around']",surprise,11,51
"['know', 'that', 'when', 'take', 'care', 'of', 'my', 'body', 'by', 'eating', 'well', 'exercising', 'and', 'getting', 'adequate', 'sleep', 'feel', 'more', 'invigorated', 'in', 'both', 'physical', 'mental', 'and', 'spiritual', 'sense']",joy,30,162
"['feel', 'for', 'him', 'but', 'the', 'thing', 'is', 'he', 'is', 'so', 'popular', 'and', 'entrenched', 'in', 'this', 'gerrymandered', 'district', 'that', 'he', 'would', 'totally', 'be', 'reelected', 'as', 'an', 'out', 'gay', 'man']",joy,29,147
"['feel', 'like', 'my', 'dream', 'is', 'so', 'selfish']",anger,8,34
"['am', 'standing', 'so', 'close', 'to', 'said', 'cow', 'her', 'name', 'is', 'gabriella', 'btw', 'feel', 'rude', 'calling', 'her', 'cow']",anger,20,90
"['look', 'forward', 'to', 'attending', 'every', 'class', 'and', 'leaving', 'feeling', 'amazing', 'feeling', 'on', 'top', 'of', 'the', 'world']",joy,17,95
"['am', 'feeling', 'little', 'rejected', 'by', 'my', 'sister']",sadness,9,43
"['am', 'feeling', 'stupid', 'and', 'stuck', 'and', 'know', 'that', 'the', 'best', 'way', 'to', 'get', 'it', 'to', 'end', 'is', 'just', 'to', 'get', 'it', 'to', 'end']",sadness,25,100
"['feel', 'now', 'its', 'simply', 'wonderful']",joy,6,31
"['am', 'planning', 'for', 'at', 'the', 'beginning', 'of', 'this', 'year', 'and', 'feeling', 'only', 'little', 'smug', 'about', 'it']",joy,18,87
"['feel', 'it', 'is', 'important', 'to', 'spend', 'more', 'time', 'on', 'my', 'family', 'and', 'to', 'embark', 'on', 'new', 'endeavors', 'in', 'my', 'educational', 'career']",joy,22,110
"['usually', 'feel', 'gloomy', 'for', 'the', 'loss', 'of', 'money', 'and', 'because', 'wont', 'use', 'it', 'anyway']",sadness,16,76
"['cant', 'say', 'that', 'feel', 'as', 'peaceful', 'when', 'my', 'loved', 'ones', 'are', 'the', 'sufferers']",joy,15,71
"['eat', 'biscuits', 'crisps', 'and', 'ice', 'cream', 'all', 'day', 'yeah', 'it', 'tastes', 'great', 'but', 'it', 'makes', 'me', 'feel', 'so', 'groggy', 'the', 'following', 'day', 'take', 'more', 'photos']",sadness,26,130
"['like', 'sonam', 'deepika', 'and', 'genelia', 'who', 'feel', 'are', 'very', 'talented', 'and', 'beautiful']",joy,14,75
"['found', 'myself', 'feeling', 'lousy', 'which', 'is', 'pretty', 'unusual', 'for', 'me']",sadness,11,59
"['start', 'to', 'feel', 'really', 'awkward', 'about', 'the', 'tubelight', 'reflecting', 'on', 'the', 'glossy', 'paper', 'with', 'picture', 'of', 'red', 'laced', 'bra']",sadness,22,115
"['went', 'to', 'bed', 'super', 'early', 'so', 'havent', 'spent', 'ton', 'of', 'time', 'with', 'alot', 'of', 'these', 'resources', 'but', 'enough', 'to', 'feel', 'like', 'these', 'will', 'all', 'be', 'useful', 'in', 'the', 'future']",joy,32,149
"['haven', 'quite', 'figured', 'out', 'and', 'whenever', 'can', 'find', 'the', 'time', 'or', 'ability', 'or', 'money', 'to', 'take', 'care', 'of', 'each', 'side', 'equally', 'end', 'up', 'feeling', 'disappointed']",sadness,30,146
"['honestly', 'feel', 'is', 'almost', 'tragic']",sadness,6,32
"['could', 'feel', 'ediths', 'meanness', 'could', 'feel', 'stoners', 'withdrawal', 'and', 'the', 'cool', 'pity', 'of', 'their', 'friends']",joy,16,93
"['ignored', 'her', 'minor', 'tantrum', 'and', 'jumped', 'down', 'from', 'the', 'table', 'beginning', 'to', 'pace', 'again', 'and', 'feeling', 'agitated']",fear,18,103
"['go', 'to', 'school', 'after', 'having', 'horrible', 'morning', 'and', 'feel', 'like', 'am', 'meing', 'hated', 'on', 'my', 'every', 'and', 'feel', 'alone', 'and', 'always', 'have', 'been', 'and', 'am', 'emotionaly', 'very', 'far', 'away', 'from', 'everyone', 'else']",sadness,39,184
"['upload', 'today', 'know', 'some', 'of', 'you', 'are', 'waiting', 'for', 'my', 'bareminerals', 'video', 'but', 'haven', 'filmed', 'one', 'and', 'feeling', 'kind', 'of', 'lousy', 'today', 'so', 'catching', 'up', 'with', 'doing', 'laundry', 'and', 'taking', 'it', 'easy']",sadness,40,189
"['feel', 'something', 'inside', 'paul', 'saying', 'fuck', 'it', 'lets', 'do', 'this', 'lets', 'go', 'for', 'it', 'go', 'for', 'broke']",sadness,18,84
"['still', 'have', 'somewhat', 'of', 'cough', 'but', 'feel', 'like', 'im', 'ok', 'without', 'the', 'inhaler', 'except', 'right', 'before', 'exercise']",joy,20,103
"['ive', 'just', 'watched', 'the', 'above', 'video', 'for', 'the', 'first', 'time', 'and', 'feel', 'bit', 'bitchy', 'for', 'doing', 'so', 'but', 'here', 'are', 'some', 'of', 'my', 'thoughts', 'on', 'her', 'outfits']",anger,28,134
"['feel', 'so', 'deprived', 'on', 'calories', 'day']",sadness,8,36
"['tell', 'myself', 'that', 'whenever', 'feel', 'hesitant', 'to', 'start', 'muay', 'thai']",fear,12,62
"['feel', 'angry', 'at', 'him', 'for', 'being', 'so', 'selfish', 'and', 'giving', 'me', 'absolutely', 'nothing', 'to', 'go', 'on']",anger,17,82
"['feel', 'like', 'ive', 'blinked', 'and', 'missed', 'it']",sadness,8,37
"['have', 'feeling', 'david', 'is', 'going', 'to', 'turn', 'out', 'to', 'be', 'terrific', 'father', 'hes', 'already', 'exposing', 'his', 'newborn', 'son', 'to', 'the', 'world', 'of', 'the', 'geek']",joy,27,129
"['im', 'used', 'to', 'feeling', 'empty', 'that', 'dont', 'know', 'what', 'happiness', 'feels', 'like']",sadness,13,67
"['know', 'how', 'you', 'feel', 'was', 'physically', 'abused', 'as', 'child', 'by', 'family', 'member', 'and', 'was', 'beaten', 'by', 'my', 'father', 'til', 'he', 'died', 'when', 'was', 'and', 'then', 'my', 'older', 'brother', 'beat', 'me', 'til', 'moved', 'out', 'at']",sadness,40,177
"['feel', 'invigorated', 'and', 'ready', 'to', 'take', 'on', 'my', 'flight', 'to', 'the', 'airport']",joy,13,64
"['ever', 'start', 'to', 'feel', 'successful', 'at', 'all', 'things', 'life', 'again']",joy,11,56
"['dont', 'know', 'how', 'else', 'to', 'word', 'it', 'miss', 'feeling', 'respected', 'by', 'guy', 'and', 'being', 'able', 'to', 'hold', 'guys', 'hand', 'around', 'the', 'mall', 'knowing', 'hes', 'all', 'mine']",joy,30,137
"['feel', 'as', 'though', 'we', 'were', 'more', 'successful', 'here']",joy,10,47
"['feel', 'like', 'lived', 'with', 'the', 'characters', 'and', 'felt', 'their', 'pain', 'and', 'suffering']",sadness,14,73
"['just', 'feel', 'so', 'defeated', 'that', 'once', 'again', 'im', 'the', 'weirdo', 'that', 'cant', 'adjust', 'to', 'motherhood']",sadness,16,84
"['kind', 'of', 'like', 'the', 'feeling', 'that', 'am', 'longing', 'aching', 'for', 'spring']",love,13,62
"['don', 'even', 'feel', 'faithful', 'about', 'all', 'this']",love,9,41
"['pull', 'this', 'out', 'and', 'reread', 'it', 'when', 'im', 'feeling', 'low']",sadness,11,49
"['feel', 'shes', 'friendly', 'and', 'nice']",joy,6,29
"['feel', 'bit', 'like', 'naughty', 'child', 'because', 'wasn', 'sure', 'do', 'post', 'today']",love,19,75
"['im', 'feeling', 'very', 'sarcastic', 'today']",anger,5,31
"['actually', 'prefer', 'peep', 'toe', 'shoes', 'because', 'of', 'it', 'because', 'then', 'wont', 'notice', 'that', 'my', 'shoes', 'feel', 'funny']",surprise,19,98
"['don', 'feel', 'glamorous', 'anymore', 'kangna', 'ranaut', 'href', 'http', 'www']",joy,12,60
"['feel', 'ignored', 'and', 'invisible', 'so', 'every', 'weekend', 'is', 'miserable']",sadness,10,58
"['started', 'to', 'feel', 'homesick', 'for', 'the', 'first', 'time', 'in', 'my', 'life', 'even', 'though', 'had', 'lived', 'abroad', 'before', 'for', 'years']",sadness,21,104
"['was', 'left', 'feeling', 'slightly', 'intimidated', 'and', 'overwhelmed']",fear,8,55
"['im', 'feeling', 'little', 'groggy', 'with', 'mild', 'headache', 'after', 'non', 'wild', 'and', 'crazy', 'evening']",sadness,16,82
"['get', 'mad', 'at', 'my', 'brain', 'for', 'slowing', 'down', 'in', 'the', 'summer', 'and', 'have', 'gotten', 'frustrated', 'that', 'my', 'work', 'doesnt', 'get', 'done', 'and', 'forget', 'things', 'and', 'on', 'top', 'of', 'it', 'feel', 'lousy', 'for', 'good', 'chunk', 'of', 'the', 'year']",sadness,42,189
